Cler_surn	Cler_fore
Armitage	Ricardus
Armitagium	Humfridum
Armitstead	Christopher
Armitstead	Jacobus
Armitstead	Robert
Armston	Guilielmus
Armstrong	Andrew
Armstrong	Christopher
Armstrong	Dan
Armstrong	Gabriel
Armstrong	Georgius
Armstrong	Johannes
Armstrong	John
Armstrong	Thomas
Armstrong	William
Armstrong Williams	St. George
Armstronge	John
Arnald	Johannes
Arnald	William
Arnall	George
Arnall	Henricus
Arnam	J
Arnam	John
Arnold	Charles
Arnold	Christopher
Arnold	Frederic
Arnold	Guilielmus
Arnold	H:
Arnold	Henricus
Arnold	Henry
Arnold	Johannes
Arnold	John
Arnold	John Mills
Arnold	Jonnathan
Arnold	Radulphus
Arnold	Richard
Arnold	Robertus
Arnold	Samuel
Arnold	Thomas
Arnold	Thos.
Arnold	W. L.
Arnold	William Fillbridge
Arnold	William Laugton
Arnold	Willimus
Arnvill	Johannis
Arody	Johannes
Arris	Rolandus
Arris	Rowland
Arrow	John
Arrowsmith	Edvardus
Arrowsmith	Edward
Arrowsmith	Johannes
Arrowsmith	John
Arrowsmith	Joseph
Arrowsmith	Josephus
Arrowsmith	Thomas
Arrrowsmith	John
Arscot	Johannes
Arscott	Johannes
Arscough	Henry
Arteley	Walter
Artfield	Ambrosius
Arthur	Charles
Arthur	Johannes
Arthur	John
Arthur	Ricardus
Arthur	Richard
Arthur	Richardus
Artinstall	Robert
Artis	Thomas
Arton	Johannes
Arundel	John
Arundel	Nathaniel
Arundell	Daniel
Arundell	Gulielmus
Arundell	John
Arundell	Nathaniel
Arundell	Thomas
Arundell	William
Arwadrer	Mark
Arwaker	Edmundus
Arwaker	Johannes
Arwaker	Martus
Arwyne	Joannes
Asbury	Humphrey
Ascot	Nathaniel
Ascough	Tristram
Asford	Charles
Asfordby	Charles
Ash	Edward John
Ash	Johannes
Ash	John
Ash	John George
Ash	Joseph
Ash	Josephus
Ash	Leonard
Ash	Nathaniel
Ash	William
Ashall	Thomas
Ashbie	Thomas
Ashborne	Alexander
Ashbridge	John
Ashbridge	Robert
Ashbrooke	Henry
Ashbrooke	Johannes
Ashbrooke	John
Ashburne	Alexander
Ashburne	Johannes
Ashburne	Joseph
Ashburne	Robert
Ashburne	Robertus
Ashburne	Solomon
Ashburner	Thomas
Ashburner	William
Ashburnham	Henricus
Ashburnham	William
Ashby	Carolus
Ashby	Charles
Ashby	George
Ashcroft	Johannes
Ashcroft	Thomas
Ashe	Edward
Ashe	John
Ashe	Jonathan
Ashe	Nathaniel
Ashe	Richard
Ashe	Robert
Ashe	Samuel
Ashe	Simeon
Ashebourneham	Edoardus
Ashebye	Georgius
Ashemore	John
Ashendon	Thomas
Ashenhurst	Francis
Ashenhurst	Franciscus
Ashenhurst	Ward Gray
Ashenshurst	Francis
Asher	Simon
Asherst	John
Asheton	Edmund
Asheton	Nicholaum
Asheton	Peter
Asheton	Robertus
Asheton	Thomas
Ashetonum	Edwardum
Ashfield	Ambrose
Ashfield	Thomas
Ashford	John
Ashford	Richard
Ashford	Richardus
Ashley	Gulielmus
Ashley	Johannes
Ashley	John
Ashley	Thomas
Ashley	William
Ashmere	William
Ashmore	Gulielmus
Ashmore	William
Ashpoole	Elizens
Ashpoole	Ellis
Ashpoole	Percival
Ashpoole	Percivall
Ashton	Anthony
Ashton	Carolus
Ashton	Charles
Ashton	George
Ashton	Gualter
Ashton	Guilielmus
Ashton	Gulielmus
Ashton	Johannes
Ashton	John
Ashton	Peter
Ashton	Robertus
Ashton	Roger
Ashton	Rogerius
Ashton	Rogerus
Ashton	Thomas
Ashton	William
Ashton	Wyllilmus
Ashwell	Georgius
Ashwell	Nathanael
Ashwell	Nicholas
Ashwell	Nicolas
Ashwell	Nicolaus
Ashwell	Thomas
Ashwell	Willyam
Ashwill	Nicolaus
Ashwood	Bartholomew
Ashworth	George
Ashworth	Robert
Aske	Nathaniel
Aske	Nathanielis
Askew	Adam
Askew	John
Askew	Thomas
Askewe	Thomas
Askwyth	Johannes
Aslack	Wiliam
Aslack	William
Aspden	Myles
Aspden	Stephen
Aspell	William
Aspen	Stephen
Aspin	Edwardus
Aspin	Harvey
Aspin	Hervey
Aspin	Joannes
Aspin	Johannes
Aspin	Thomas
Aspin	William
Aspinal	Jacobus
Aspinall	Nicholas
Aspinall	Nicolas
Aspinall	Nicolaum
Aspinall	Thomas
Asselin	James
Assheton	Abdias
Assheton	Andrewe
Assheton	Edmund
Assheton	Richard
Assheton	Samuel
Assheton	William
Asshoton	William
Astbury	John
Astbury	Thomam
Astbury	Thomas
Astbury	Willelmus
Asteley	Edvardus
Asteley	Edwardus
Asteley	Samuel
Astell	Joannes
Astell	Johannes
Astell	John
Astell	Radulphus
Astell	Thomas
Astell	William
Asterley	Thomas
Astie	John
Astie	William
Astle	Ralph
Astle	Raph
Astle	Raphe
Astley	Herbert
Astley	Herbertus
Astley	John
Astley	John Wolsey
Astley	John Wolvey
Astley	Joseph
Astley	Richardus
Astley	Thomas
Astman	John
Aston	Antonius
Aston	Edward
Aston	Frederick
Aston	Gulielmus
Aston	Jacobus
Aston	James
Aston	John
Aston	Richard
Aston	Thomas
Aston	William
Astry	Franciscus
Atcherley	James
Atcherley	John
Atcherley	Thomas
Atey	Roger
Atfield	Ambrose
Atfield	Ambrosius
Athelst*ne	Michael
Athelston	Michael
Athelstone	Michael
Atherley	Arthur
Atherley	Henry Fox
Atherton	Augustine
Atherton	Edward
Atherton	Philip
Atherton	Thomas
