Cler_surn	Cler_fore
Bullingham	Joh
Bullock	John
Bullock	Richard
Bullock	Robertus
Bullock	William
Bulmer	Peter
Bunce	John
Bund	Henry
Bund	Thomas
Bunting	Steph
Buoden	Robertus
Burbanke	Anthonius
Burbecke	Paulus
Burdett	Charles
Burdett	Theophilus
Burdett	Wright
Burdin	Reginald
Burditt	Theoph
Burdyn	Reginald
Burford	Henr
Burges	Cornel
Burges	Samuel
Burges	Thomas
Burgess	Eliz
Burgess	Elizeo
Burgess	Thomas
Burgh	Henry
Burghill	Gregorio
Burghill	Robert
Burkitt	William
Burleigh	Richard
Burles	Johannes
Burletson	William
Burley	Franciscus
Burley	William
Burman	John
Burnaby	Robert
Burne	Robert
Burneby	Andrew
Burnesell	Will
Burnesell	William
Burnet	Samuel
Burnett	Robert
Burnett	Samuel
Burney	Charles
Burney	Richard Allen
Burnley	Joh
Burnsall	William
Burrel	William
Burrell	Alexander
Burrell	Richard
Burrell	William
Burrough	Geo:
Burrough	Thomas
Burrough	William
Burroughs	Lynch
Burroughs	William
Burrow	Benjamin
Burrow	William
Burscough	Robert
Burt	Robert
Burton	Daniel
Burton	Edward
Burton	Henry
Burton	Hezekiah
Burton	John
Burton	Leonard
Burton	Marmaduc
Burton	Ric
Burton	Richard
Burton	Ricus
Burton	Samuel
Burton	Samuelis
Burton	Thomas
Burton	Will
Burwell	Willimus
Bury	Henry
Burye	Willus
Bush	John
Bushop	Thomas
Bustall	Johannes
Butler	George
Butler	John
Butler	Joseph
Butler	William
Butt	Edmund
Butt	John
Buttes	Henricus
Buttolph	Thomas
Buttonshaw	Thomas
Butts	Robert
Byam	Edward
Byam	Henr
Byam	Henricus
Byam	Joh
Byam	Samuel
Byass	William
Bynham	Willimus
Bynns	Richard
Byrche	William
Byrdall	Thomas
Byrde	Ric
Byrom	Georg
Bysse	Jacobus
Bysshe	Thomas
Cabeck	Thomas
Cacott	Francis
Cade	Anthony
Cade	William
Cage	Charles
Cage	Edward
Cale	Weeley
Callow	Benjamin
Calton	Jacob
Calvert	Oliver
Calvert	Thomas
Campbell	Robert
