Cler_surn	Cler_fore
Alcock	William
Alcock	William
Alcock	William
Alcock	William
Alcock	Williamus
Alcock	Williamus
Alcocke	Gilbertus
Alcocke	Johannes
Alcocke	Laurentius
Alcocke	Laurentius
Alcocke	Lawrentius
Alcocke	Lawrentius
Alcocke	Lawrentius
Alcocke	Robert
Alcocke	Robert
Alcocke	Thomas
Alcocke	Thomas
Alcocke	Thomas
Alcocke	Thomas
Alcoke	Joannes
Alcoke	Joannes
Alcoke	Johannes
Alcort	Edwin
Alcroft	Charles
Aldaye	Thomas
Aldcock	Thomas
Alden	Johannes
Alden	Johannes
Alden	Thomas
Alden	Thomas
Alden	Thomas
Alden	Thomas
Alder	Edward Thomas
Alder	Edward Thomas
Alder	Gilbert
Alder	Gilbert
Alder	Johannes
Alder	William
Alder	William
Alderley	Rob'tus
Alderman	Francis Charles
Alderman	Francis Charles
Alderman	Francis Charles
Alderman	Francis Charles
Alderman	Francis Charles
Alderne	Franciscus
Alderne	Fraunciscus
Alders	Jacobus
Alders	Jacobus
Aldersey	Samuel
Aldersey	Samuel
Aldersey	Samuel
Aldersey	Samuel
Alderson	Barnabas
Alderson	Barnabas
Alderson	Christopher
Alderson	Christopher
Alderson	Christopher Westby
Alderson	Christopher Westby
Alderson	Edmund
Alderson	Edward
Alderson	George
Alderson	George
Alderson	George
Alderson	Gulielmus
Alderson	Gulielmus
Alderson	Jacobus
Alderson	Jonathan
Alderson	Jonathan
Alderson	Joseph
Alderson	Joseph
Alderson	Martinus
Alderson	Martinus
Alderson	Richardus
Alderson	Robert Jervis Coke
Alderson	Robert Jervis Coke
Alderson	Robert Jervis Coke
Alderson	Robert Jervis Coke
Alderson	Samuel Hurry
Alderson	Samuel Hurry
Alderson	Samuel Hurry
Alderson	Samuel Hurry
Alderson	William
Alderson	William
Alderson	William
Alderson	William
Alderson	William
Alderson	William Thompson
Alderson	William Thompson
Aldertone	Galfridus
Aldertone	Galfridus
Aldeworthe	Johannes
Aldeworthe	Johannes
Aldford	Edwardus
Aldham	Johannes
Aldham	Johannes
Aldham	Johannes
Aldham	Johannes
Aldham	Johannes
Aldhouse	Alleyn
Aldhouse	Alleyn
Aldhouse	Stephen
Aldhouse	Stephen
Aldington	William
Aldington	William
Aldington	William
Aldington	William
Aldisworth	John
Aldred	Jacobus
Aldred	Johannes
Aldred	Johannes
Aldric	Johannes
Aldrich	Charles
Aldrich	Franciscus
Aldrich	Franciscus
Aldrich	Georgius
Aldrich	Georgius
Aldrich	Henricus
Aldrich	Henricus
Aldrich	Jacobus
Aldrich	John Cobbold
Aldrich	John Cobbold
Aldrich	John Cobbold
Aldrich	John Cobbold
Aldrich	Pelham Stanhope
Aldrich	Pelham Stanhope
Aldrich	Pelham Stanhope
Aldrich	Pelham Stanhope
Aldrich	Simon
Aldrich	Simon
Aldrich	Stephanus
Aldrich	Stephanus
Aldrich	Stephen
Aldrich	Stephen
Aldrich	Stephen
Aldrich	Stephen
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William
Aldrich	William Wogan
Aldrich	William Wogan
Aldrich	William Wogan
Aldrich	William Wogan
Aldrick	Henricus
Aldridge	James
Aldridge	James
Aldridge	Joseph
Aldridge	Joseph
Aldridge	Richardus
Aldritche	Thomas
Aldrson	Christopher
Aldus	Edward
Aldus	Johannes
Aldus	Samuel
Aldus	Thomas
Aldus	Thomas
Aldus	Thomas
